,date,state,critical_staffing_shortage_anticipated_within_week_yes,critical_staffing_shortage_anticipated_within_week_no,critical_staffing_shortage_anticipated_within_week_not_reported
21249,2021-03-30,PA,24,179,6
24836,2021-03-30,PR,1,2,64
12234,2021-03-30,RI,3,11,1
14939,2021-03-30,SC,19,48,2
20405,2021-03-30,SD,0,60,3
23980,2021-03-30,TN,37,73,32
23352,2021-03-30,TX,123,461,5
19407,2021-03-30,UT,0,52,1
16001,2021-03-30,VA,22,64,9
18419,2021-03-30,VI,1,1,0
17775,2021-03-30,VT,1,15,1
14484,2021-03-30,WA,9,84,2
13016,2021-03-30,WI,14,107,21
22756,2021-03-30,WV,16,39,4
23918,2021-03-30,WY,4,24,2
13776,2021-03-29,AK,1,21,0
17494,2021-03-29,AL,28,65,14
20310,2021-03-29,AR,19,68,2
23100,2021-03-29,AZ,28,75,3
13003,2021-03-29,CA,86,250,40
18219,2021-03-29,CO,4,79,13
21032,2021-03-29,CT,4,28,1
121,2021-03-29,DC,0,12,2
22404,2021-03-29,DE,0,9,2
18910,2021-03-29,FL,25,190,15
15635,2021-03-29,GA,35,104,15
14302,2021-03-29,HI,2,18,4
24878,2021-03-29,IA,1,41,80
23368,2021-03-29,ID,3,37,8
19282,2021-03-29,IL,15,151,23
13332,2021-03-29,IN,10,124,2
17886,2021-03-29,KS,13,124,4
20797,2021-03-29,KY,3,99,2
24357,2021-03-29,LA,47,169,6
12549,2021-03-29,MA,6,72,1
17054,2021-03-29,MD,1,47,5
21603,2021-03-29,ME,0,28,8
25236,2021-03-29,MI,3,152,4
21909,2021-03-29,MN,17,100,14
19614,2021-03-29,MO,26,80,19
15377,2021-03-29,MS,11,87,2
122,2021-03-29,MT,7,57,1
18096,2021-03-29,NC,3,112,4
15621,2021-03-29,ND,11,35,1
12519,2021-03-29,NE,15,84,1
23035,2021-03-29,NH,4,23,1
23982,2021-03-29,NJ,7,62,9
14734,2021-03-29,NM,14,38,1
16707,2021-03-29,NV,0,1,59
20395,2021-03-29,NY,5,166,9
23436,2021-03-29,OH,14,174,11
13741,2021-03-29,OK,35,95,11
17924,2021-03-29,OR,2,54,7
21187,2021-03-29,PA,21,182,6
14862,2021-03-29,PR,1,2,64
22471,2021-03-29,RI,3,11,1
19646,2021-03-29,SC,19,48,2
15926,2021-03-29,SD,1,59,3
13929,2021-03-29,TN,35,74,32
24920,2021-03-29,TX,124,460,5
20496,2021-03-29,UT,0,53,1
16775,2021-03-29,VA,23,63,9
13250,2021-03-29,VI,2,0,0
17078,2021-03-29,VT,1,15,1
21462,2021-03-29,WA,9,84,2
24661,2021-03-29,WI,14,108,20
12348,2021-03-29,WV,16,39,4
16259,2021-03-29,WY,4,24,2
18742,2021-03-28,AK,1,23,0
21988,2021-03-28,AL,27,76,14
21860,2021-03-28,AR,16,92,2
19023,2021-03-28,AZ,27,95,3
16192,2021-03-28,CA,88,285,45
20859,2021-03-28,CO,6,86,13
15337,2021-03-28,CT,4,34,1
11793,2021-03-28,DC,0,12,2
22758,2021-03-28,DE,0,14,2
19956,2021-03-28,FL,27,226,15
23312,2021-03-28,GA,34,123,14
12626,2021-03-28,HI,1,21,4
15111,2021-03-28,IA,1,42,83
19198,2021-03-28,ID,4,40,8
23969,2021-03-28,IL,15,165,25
13429,2021-03-28,IN,11,152,2
17564,2021-03-28,KS,14,132,4
21636,2021-03-28,KY,4,112,2
14531,2021-03-28,LA,47,169,6
24664,2021-03-28,MA,9,91,1
20157,2021-03-28,MD,2,54,5
17338,2021-03-28,ME,2,29,8
12033,2021-03-28,MI,3,157,4
22135,2021-03-28,MN,16,110,14
19298,2021-03-28,MO,26,93,21
16513,2021-03-28,MS,12,94,2
13155,2021-03-28,MT,6,59,2
16387,2021-03-28,NC,3,123,6
18432,2021-03-28,ND,12,37,1
22565,2021-03-28,NE,15,85,1
14003,2021-03-28,NH,4,25,1
17315,2021-03-28,NJ,10,77,9
21381,2021-03-28,NM,15,39,1
22028,2021-03-28,NV,0,4,59
25150,2021-03-28,NY,5,194,9
21558,2021-03-28,OH,16,206,12
17009,2021-03-28,OK,34,106,12
21563,2021-03-28,OR,3,60,2
15220,2021-03-28,PA,22,200,6
11633,2021-03-28,PR,1,1,65
23443,2021-03-28,RI,3,11,1
24056,2021-03-28,SC,19,65,3
22825,2021-03-28,SD,0,62,3
12731,2021-03-28,TN,33,76,32
15431,2021-03-28,TX,124,463,5
20026,2021-03-28,UT,0,58,1
23670,2021-03-28,VA,23,74,9
13536,2021-03-28,VI,2,0,0
18099,2021-03-28,VT,1,15,1
19156,2021-03-28,WA,5,98,2
11686,2021-03-28,WI,11,118,21
22224,2021-03-28,WV,16,43,4
19828,2021-03-28,WY,4,25,2
17480,2021-03-27,AK,1,23,0
12510,2021-03-27,AL,27,76,14
23007,2021-03-27,AR,17,91,2
18919,2021-03-27,AZ,27,94,3
16561,2021-03-27,CA,83,288,48
16771,2021-03-27,CO,4,88,13
20487,2021-03-27,CT,4,34,1
24928,2021-03-27,DC,0,12,2
22617,2021-03-27,DE,0,14,2
14163,2021-03-27,FL,27,226,15
17927,2021-03-27,GA,33,123,15
20734,2021-03-27,HI,2,20,4
25144,2021-03-27,IA,1,38,87
22591,2021-03-27,ID,4,40,8
18455,2021-03-27,IL,14,166,25
16962,2021-03-27,IN,11,152,2
21107,2021-03-27,KS,12,134,4
15160,2021-03-27,KY,5,111,2
12052,2021-03-27,LA,47,169,6
22557,2021-03-27,MA,9,91,1
18532,2021-03-27,MD,1,55,5
14417,2021-03-27,ME,1,30,8
18150,2021-03-27,MI,3,157,4
16652,2021-03-27,MN,15,111,14
19395,2021-03-27,MO,27,94,19
23930,2021-03-27,MS,11,95,2
13824,2021-03-27,MT,7,58,2
17354,2021-03-27,NC,3,125,4
20327,2021-03-27,ND,11,38,1
12664,2021-03-27,NE,17,83,1
23154,2021-03-27,NH,3,26,1
21638,2021-03-27,NJ,10,77,9
17569,2021-03-27,NM,16,38,1
11750,2021-03-27,NV,0,4,59
22300,2021-03-27,NY,5,194,9
19016,2021-03-27,OH,16,207,11
14901,2021-03-27,OK,33,106,13
17795,2021-03-27,OR,3,60,2
21446,2021-03-27,PA,21,201,6
19953,2021-03-27,PR,1,1,65
22764,2021-03-27,RI,3,11,1
13441,2021-03-27,SC,19,65,3
123,2021-03-27,SD,0,62,3
20780,2021-03-27,TN,32,77,32
24337,2021-03-27,TX,126,461,5
22886,2021-03-27,UT,0,58,1
20563,2021-03-27,VA,22,75,9
18142,2021-03-27,VI,2,0,0
20931,2021-03-27,VT,1,15,1
15483,2021-03-27,WA,4,99,2
12861,2021-03-27,WI,11,118,21
22129,2021-03-27,WV,16,43,4
18464,2021-03-27,WY,4,25,2
14760,2021-03-26,AK,2,22,0
12071,2021-03-26,AL,29,73,15
16067,2021-03-26,AR,15,93,2
19307,2021-03-26,AZ,27,94,3
24210,2021-03-26,CA,85,285,49
14594,2021-03-26,CO,5,87,13
17016,2021-03-26,CT,4,34,1
20300,2021-03-26,DC,0,12,2
22363,2021-03-26,DE,0,14,2
18663,2021-03-26,FL,28,226,15
14950,2021-03-26,GA,36,120,15
12273,2021-03-26,HI,1,21,4
24967,2021-03-26,IA,1,44,81
21385,2021-03-26,ID,4,40,8
15934,2021-03-26,IL,13,168,24
13178,2021-03-26,IN,12,151,2
20788,2021-03-26,KS,12,134,4
23933,2021-03-26,KY,3,113,2
13392,2021-03-26,LA,47,169,6
17541,2021-03-26,MA,9,91,1
19806,2021-03-26,MD,2,54,5
23046,2021-03-26,ME,2,29,8
24527,2021-03-26,MI,3,157,4
14841,2021-03-26,MN,16,109,15
18913,2021-03-26,MO,24,97,19
15212,2021-03-26,MS,12,94,2
11649,2021-03-26,MT,7,59,1
21956,2021-03-26,NC,3,125,4
22324,2021-03-26,ND,12,37,1
12238,2021-03-26,NE,16,84,1
15762,2021-03-26,NH,5,24,1
20386,2021-03-26,NJ,10,78,8
19705,2021-03-26,NM,15,39,1
16431,2021-03-26,NV,0,4,59
11730,2021-03-26,NY,5,194,9
23096,2021-03-26,OH,16,207,11
20745,2021-03-26,OK,34,106,12
17506,2021-03-26,OR,3,55,7
14230,2021-03-26,PA,21,201,6
11937,2021-03-26,PR,1,2,64
14674,2021-03-26,RI,4,10,1
18301,2021-03-26,SC,19,66,2
20259,2021-03-26,SD,2,60,3
24789,2021-03-26,TN,32,78,32
12170,2021-03-26,TX,127,460,5
15700,2021-03-26,UT,0,58,1
19417,2021-03-26,VA,23,74,9
23911,2021-03-26,VI,2,0,0
16401,2021-03-26,VT,1,15,1
12443,2021-03-26,WA,5,98,2
22109,2021-03-26,WI,12,117,21
18793,2021-03-26,WV,15,44,4
17327,2021-03-26,WY,4,25,2
13157,2021-03-25,AK,1,23,0
24641,2021-03-25,AL,28,75,14
21463,2021-03-25,AR,18,90,2
18247,2021-03-25,AZ,27,95,3
21089,2021-03-25,CA,82,281,57
23651,2021-03-25,CO,5,87,13
13955,2021-03-25,CT,4,34,1
21978,2021-03-25,DC,0,12,2
12343,2021-03-25,DE,1,13,2
16347,2021-03-25,FL,26,228,15
19600,2021-03-25,GA,36,120,15
19306,2021-03-25,HI,3,23,0
16528,2021-03-25,IA,1,45,80
12023,2021-03-25,ID,4,40,8
22132,2021-03-25,IL,14,166,24
20235,2021-03-25,IN,10,153,2
17434,2021-03-25,KS,14,133,3
14549,2021-03-25,KY,4,112,2
24693,2021-03-25,LA,47,169,6
13280,2021-03-25,MA,9,91,1
17371,2021-03-25,MD,2,54,5
124,2021-03-25,ME,2,29,8
24621,2021-03-25,MI,3,157,4
14035,2021-03-25,MN,19,107,14
18193,2021-03-25,MO,24,97,19
20661,2021-03-25,MS,11,95,2
23763,2021-03-25,MT,6,60,1
14995,2021-03-25,NC,3,125,4
12278,2021-03-25,ND,11,38,1
23205,2021-03-25,NE,16,84,2
19520,2021-03-25,NH,5,24,1
19312,2021-03-25,NJ,10,78,8
16523,2021-03-25,NM,15,39,1
11862,2021-03-25,NV,0,4,59
22179,2021-03-25,NY,5,194,9
18266,2021-03-25,OH,15,207,12
20663,2021-03-25,OK,34,107,11
24665,2021-03-25,OR,3,55,7
14094,2021-03-25,PA,23,199,6
22946,2021-03-25,PR,1,2,64
125,2021-03-25,RI,4,10,1
18258,2021-03-25,SC,20,65,2
21493,2021-03-25,SD,3,59,3
18633,2021-03-25,TN,33,76,33
15794,2021-03-25,TX,126,461,5
12198,2021-03-25,UT,0,58,1
22302,2021-03-25,VA,23,74,9
21379,2021-03-25,VI,2,0,0
18551,2021-03-25,VT,1,15,1
16492,2021-03-25,WA,8,95,2
12859,2021-03-25,WI,15,116,19
13525,2021-03-25,WV,14,45,4
17678,2021-03-25,WY,4,25,2
20954,2021-03-24,AK,1,23,0
24031,2021-03-24,AL,29,76,12
12802,2021-03-24,AR,18,90,2
16858,2021-03-24,AZ,26,96,3
21766,2021-03-24,CA,81,277,62
24988,2021-03-24,CO,5,87,13
15322,2021-03-24,CT,4,34,1
12600,2021-03-24,DC,0,13,1
22683,2021-03-24,DE,1,14,1
18982,2021-03-24,FL,27,226,15
17560,2021-03-24,GA,36,120,15
14701,2021-03-24,HI,2,24,0
12824,2021-03-24,IA,2,69,55
22916,2021-03-24,ID,4,47,1
17044,2021-03-24,IL,12,168,24
20762,2021-03-24,IN,12,151,2
24305,2021-03-24,KS,15,132,3
13371,2021-03-24,KY,4,112,2
23471,2021-03-24,LA,46,170,6
12563,2021-03-24,MA,9,91,1
17899,2021-03-24,MD,3,57,1
21548,2021-03-24,ME,1,30,8
19141,2021-03-24,MI,3,157,4
15041,2021-03-24,MN,19,107,14
11873,2021-03-24,MO,25,95,20
22437,2021-03-24,MS,11,95,2
21698,2021-03-24,MT,6,60,1
17635,2021-03-24,NC,3,125,4
16014,2021-03-24,ND,11,38,1
126,2021-03-24,NE,18,82,2
15917,2021-03-24,NH,5,24,1
19281,2021-03-24,NJ,10,82,4
21304,2021-03-24,NM,14,40,1
24880,2021-03-24,NV,0,4,59
11650,2021-03-24,NY,5,194,9
15209,2021-03-24,OH,16,207,11
19787,2021-03-24,OK,33,107,11
22626,2021-03-24,OR,4,54,7
17755,2021-03-24,PA,25,197,6
14391,2021-03-24,PR,8,58,1
24080,2021-03-24,RI,4,9,2
20057,2021-03-24,SC,20,65,2
16848,2021-03-24,SD,2,60,3
13433,2021-03-24,TN,37,76,29
24846,2021-03-24,TX,125,462,5
20851,2021-03-24,UT,0,58,1
19451,2021-03-24,VA,24,73,9
23085,2021-03-24,VI,2,0,0
11976,2021-03-24,VT,1,15,1
14708,2021-03-24,WA,5,98,2
24845,2021-03-24,WI,14,115,21
14720,2021-03-24,WV,14,45,4
16829,2021-03-24,WY,4,25,2
20993,2021-03-23,AK,1,21,0
18906,2021-03-23,AL,29,63,16
15646,2021-03-23,AR,18,70,2
12548,2021-03-23,AZ,27,74,3
23875,2021-03-23,CA,82,210,90
19786,2021-03-23,CO,4,79,13
16548,2021-03-23,CT,4,28,1
11739,2021-03-23,DC,0,13,1
23114,2021-03-23,DE,1,7,2
17367,2021-03-23,FL,25,189,15
20140,2021-03-23,GA,35,105,15
24593,2021-03-23,HI,2,22,0
14483,2021-03-23,IA,1,42,79
14658,2021-03-23,ID,3,37,8
17576,2021-03-23,IL,9,155,24
20387,2021-03-23,IN,10,124,2
23953,2021-03-23,KS,11,127,3
15586,2021-03-23,KY,6,95,2
11613,2021-03-23,LA,46,170,6
22997,2021-03-23,MA,6,72,1
20022,2021-03-23,MD,2,46,5
16382,2021-03-23,ME,2,26,8
12770,2021-03-23,MI,3,151,4
22012,2021-03-23,MN,18,99,14
19151,2021-03-23,MO,24,82,18
20639,2021-03-23,MS,11,87,2
23795,2021-03-23,MT,7,58,1
14091,2021-03-23,NC,3,112,4
18270,2021-03-23,ND,9,37,1
24434,2021-03-23,NE,17,82,2
14761,2021-03-23,NH,5,23,1
17178,2021-03-23,NJ,9,60,9
20429,2021-03-23,NM,14,38,1
18429,2021-03-23,NV,0,1,59
15564,2021-03-23,NY,6,166,9
12864,2021-03-23,OH,15,174,12
22968,2021-03-23,OK,33,95,12
19322,2021-03-23,OR,3,54,7
16540,2021-03-23,PA,26,179,6
12074,2021-03-23,PR,1,1,65
22168,2021-03-23,RI,4,9,2
12480,2021-03-23,SC,19,49,2
16534,2021-03-23,SD,1,59,3
18714,2021-03-23,TN,35,75,32
22165,2021-03-23,TX,128,456,5
13265,2021-03-23,UT,0,52,1
17384,2021-03-23,VA,24,62,9
21498,2021-03-23,VI,2,0,0
24670,2021-03-23,VT,1,15,1
15679,2021-03-23,WA,5,88,2
14524,2021-03-23,WI,15,106,20
23775,2021-03-23,WV,15,40,4
20207,2021-03-23,WY,4,24,2
16526,2021-03-22,AK,1,21,0
12059,2021-03-22,AL,29,65,14
22969,2021-03-22,AR,13,75,2
19324,2021-03-22,AZ,26,76,3
20828,2021-03-22,CA,108,261,12
19716,2021-03-22,CO,4,79,13
22258,2021-03-22,CT,4,28,1
11716,2021-03-22,DC,0,12,2
23771,2021-03-22,DE,1,7,2
14053,2021-03-22,FL,24,190,15
17348,2021-03-22,GA,36,104,15
20605,2021-03-22,HI,2,22,0
19688,2021-03-22,IA,1,41,80
16853,2021-03-22,ID,2,38,8
14795,2021-03-22,IL,11,155,22
24926,2021-03-22,IN,11,123,2
18704,2021-03-22,KS,10,127,4
15864,2021-03-22,KY,3,98,2
12369,2021-03-22,LA,46,170,6
22452,2021-03-22,MA,6,72,1
17575,2021-03-22,MD,2,46,5
21627,2021-03-22,ME,2,26,8
20120,2021-03-22,MI,3,151,4
22925,2021-03-22,MN,18,99,14
13588,2021-03-22,MO,23,82,20
17771,2021-03-22,MS,11,87,2
20997,2021-03-22,MT,7,59,1
24162,2021-03-22,NC,2,113,4
16113,2021-03-22,ND,10,36,1
12943,2021-03-22,NE,16,83,2
25208,2021-03-22,NH,4,24,1
21171,2021-03-22,NJ,10,59,9
15274,2021-03-22,NM,15,37,1
12164,2021-03-22,NV,0,1,59
22720,2021-03-22,NY,6,161,13
18589,2021-03-22,OH,16,173,12
21290,2021-03-22,OK,34,95,12
24881,2021-03-22,OR,3,54,7
23369,2021-03-22,PA,26,180,6
12457,2021-03-22,PR,1,1,65
24300,2021-03-22,RI,4,9,2
13358,2021-03-22,SC,20,48,2
17056,2021-03-22,SD,1,59,3
20766,2021-03-22,TN,35,75,32
20005,2021-03-22,TX,129,455,5
15840,2021-03-22,UT,0,52,1
14319,2021-03-22,VA,24,62,9
24893,2021-03-22,VI,2,0,0
19041,2021-03-22,VT,1,15,1
14921,2021-03-22,WA,3,90,2
11787,2021-03-22,WI,16,104,21
22346,2021-03-22,WV,15,40,4
14020,2021-03-22,WY,4,22,3
16826,2021-03-21,AK,1,23,0
20545,2021-03-21,AL,29,74,14
24099,2021-03-21,AR,18,90,2
13167,2021-03-21,AZ,26,97,3
15816,2021-03-21,CA,108,299,12
17832,2021-03-21,CO,4,88,13
21487,2021-03-21,CT,4,35,1
19171,2021-03-21,DC,0,12,2
15104,2021-03-21,DE,2,12,2
11954,2021-03-21,FL,27,227,15
22487,2021-03-21,GA,35,121,15
21817,2021-03-21,HI,1,25,0
17581,2021-03-21,IA,1,41,84
12654,2021-03-21,ID,3,41,8
23152,2021-03-21,IL,10,171,25
17477,2021-03-21,IN,11,152,2
20283,2021-03-21,KS,13,133,4
23858,2021-03-21,KY,4,112,2
13728,2021-03-21,LA,46,170,6
20616,2021-03-21,MA,9,92,1
17352,2021-03-21,MD,3,53,5
14048,2021-03-21,ME,4,27,8
11746,2021-03-21,MI,3,157,4
21349,2021-03-21,MN,19,107,14
24940,2021-03-21,MO,24,96,20
14879,2021-03-21,MS,10,96,2
17745,2021-03-21,MT,7,58,2
18752,2021-03-21,NC,3,125,4
22469,2021-03-21,ND,11,38,1
14017,2021-03-21,NE,15,85,2
16841,2021-03-21,NH,4,25,1
16310,2021-03-21,NJ,11,76,9
13112,2021-03-21,NM,14,40,1
21967,2021-03-21,NV,0,3,59
19303,2021-03-21,NY,6,189,13
17412,2021-03-21,OH,17,205,11
13678,2021-03-21,OK,33,106,12
24666,2021-03-21,OR,3,60,2
21922,2021-03-21,PA,22,199,6
25225,2021-03-21,PR,1,1,65
14599,2021-03-21,RI,4,10,1
16992,2021-03-21,SC,23,62,2
21139,2021-03-21,SD,2,60,3
22609,2021-03-21,TN,35,75,32
12130,2021-03-21,TX,129,458,5
16100,2021-03-21,UT,0,58,1
20295,2021-03-21,VA,22,75,9
12967,2021-03-21,VI,2,0,0
23073,2021-03-21,VT,1,15,1
18517,2021-03-21,WA,9,94,2
15653,2021-03-21,WI,18,111,21
20280,2021-03-21,WV,16,43,4
17468,2021-03-21,WY,4,24,2
14585,2021-03-20,AK,1,23,0
24718,2021-03-20,AL,28,74,15
21317,2021-03-20,AR,19,89,2
24430,2021-03-20,AZ,27,96,3
13883,2021-03-20,CA,112,295,12
18048,2021-03-20,CO,5,87,13
18696,2021-03-20,CT,4,35,1
21930,2021-03-20,DC,0,12,2
13091,2021-03-20,DE,2,12,2
17211,2021-03-20,FL,26,228,15
15086,2021-03-20,GA,34,122,15
12253,2021-03-20,HI,1,25,0
23127,2021-03-20,IA,1,42,83
19496,2021-03-20,ID,3,41,8
19235,2021-03-20,IL,11,170,25
16441,2021-03-20,IN,11,152,2
12177,2021-03-20,KS,13,133,4
22094,2021-03-20,KY,4,112,2
23578,2021-03-20,LA,46,170,6
13898,2021-03-20,MA,9,92,1
18081,2021-03-20,MD,2,54,5
21296,2021-03-20,ME,2,29,8
24457,2021-03-20,MI,3,157,4
14766,2021-03-20,MN,19,107,14
17108,2021-03-20,MO,26,94,20
20463,2021-03-20,MS,12,94,2
11729,2021-03-20,MT,7,58,2
22699,2021-03-20,NC,3,125,4
19874,2021-03-20,ND,11,38,1
16151,2021-03-20,NE,17,83,1
21270,2021-03-20,NH,4,25,1
18428,2021-03-20,NJ,11,76,9
15941,2021-03-20,NM,15,39,1
13183,2021-03-20,NV,0,3,59
21567,2021-03-20,NY,6,189,13
24766,2021-03-20,OH,18,204,11
13316,2021-03-20,OK,33,106,12
17462,2021-03-20,OR,4,59,2
20752,2021-03-20,PA,21,201,6
23909,2021-03-20,PR,1,1,65
14182,2021-03-20,RI,4,10,1
18037,2021-03-20,SC,23,62,2
15018,2021-03-20,SD,2,60,3
12729,2021-03-20,TN,35,75,33
22443,2021-03-20,TX,127,460,5
19120,2021-03-20,UT,0,58,1
17641,2021-03-20,VA,22,75,9
15204,2021-03-20,VI,2,0,0
12934,2021-03-20,VT,1,15,1
23382,2021-03-20,WA,8,95,2
23743,2021-03-20,WI,17,112,21
14437,2021-03-20,WV,16,43,4
17284,2021-03-20,WY,4,25,2
21000,2021-03-19,AK,1,23,0
22830,2021-03-19,AL,28,73,16
13529,2021-03-19,AR,17,91,2
18092,2021-03-19,AZ,26,97,3
21835,2021-03-19,CA,111,296,12
11595,2021-03-19,CO,6,86,13
22975,2021-03-19,CT,4,35,1
18843,2021-03-19,DC,0,12,2
15576,2021-03-19,DE,2,12,2
21796,2021-03-19,FL,29,225,15
17721,2021-03-19,GA,36,120,15
16084,2021-03-19,HI,2,24,0
12927,2021-03-19,IA,1,45,80
20618,2021-03-19,ID,3,41,8
25082,2021-03-19,IL,9,174,23
13236,2021-03-19,IN,13,150,2
16903,2021-03-19,KS,15,131,4
19759,2021-03-19,KY,7,109,2
24280,2021-03-19,LA,46,170,6
14176,2021-03-19,MA,9,92,1
17938,2021-03-19,MD,3,53,5
18337,2021-03-19,ME,1,30,8
14200,2021-03-19,MI,2,158,4
23080,2021-03-19,MN,19,107,14
19861,2021-03-19,MO,28,92,20
17450,2021-03-19,MS,12,94,2
13311,2021-03-19,MT,8,58,1
23833,2021-03-19,NC,3,125,4
20711,2021-03-19,ND,11,38,1
13176,2021-03-19,NE,17,83,1
15798,2021-03-19,NH,5,24,1
17818,2021-03-19,NJ,11,77,8
21460,2021-03-19,NM,15,39,1
22614,2021-03-19,NV,0,3,59
11669,2021-03-19,NY,6,189,13
15251,2021-03-19,OH,17,205,11
18944,2021-03-19,OK,33,106,12
14100,2021-03-19,OR,3,55,7
24675,2021-03-19,PA,25,197,6
20607,2021-03-19,PR,1,2,64
16459,2021-03-19,RI,5,9,1
19725,2021-03-19,SC,23,62,2
16466,2021-03-19,SD,2,60,3
11606,2021-03-19,TN,35,75,33
22983,2021-03-19,TX,131,456,5
23958,2021-03-19,UT,0,58,1
13841,2021-03-19,VA,23,74,9
17590,2021-03-19,VI,2,0,0
15083,2021-03-19,VT,1,15,1
21024,2021-03-19,WA,8,95,2
25039,2021-03-19,WI,17,113,20
13608,2021-03-19,WV,16,43,4
17116,2021-03-19,WY,4,25,2
15565,2021-03-18,AK,1,23,0
11968,2021-03-18,AL,28,73,16
22927,2021-03-18,AR,20,88,2
20175,2021-03-18,AZ,27,96,3
16518,2021-03-18,CA,113,294,12
12843,2021-03-18,CO,5,87,13
22095,2021-03-18,CT,4,35,1
19238,2021-03-18,DC,0,12,2
13899,2021-03-18,DE,2,12,2
17197,2021-03-18,FL,30,224,15
21319,2021-03-18,GA,38,118,15
18390,2021-03-18,HI,1,25,0
25209,2021-03-18,IA,2,43,81
14509,2021-03-18,ID,4,40,8
16897,2021-03-18,IL,10,173,23
21061,2021-03-18,IN,13,150,2
127,2021-03-18,KS,12,134,4
22246,2021-03-18,KY,5,111,2
19424,2021-03-18,LA,46,170,6
16631,2021-03-18,MA,9,92,1
19420,2021-03-18,MD,3,53,5
16628,2021-03-18,ME,2,29,8
12155,2021-03-18,MI,2,158,4
22253,2021-03-18,MN,19,107,14
23661,2021-03-18,MO,26,94,20
13959,2021-03-18,MS,13,93,2
18040,2021-03-18,MT,7,59,1
21288,2021-03-18,NC,3,124,5
21128,2021-03-18,ND,10,39,1
25121,2021-03-18,NE,17,83,1
13692,2021-03-18,NH,5,24,1
16975,2021-03-18,NJ,11,76,9
17753,2021-03-18,NM,15,39,1
14896,2021-03-18,NV,0,3,59
24047,2021-03-18,NY,6,189,13
20568,2021-03-18,OH,18,204,11
15071,2021-03-18,OK,34,105,12
12372,2021-03-18,OR,2,57,6
23297,2021-03-18,PA,23,199,6
19667,2021-03-18,PR,1,2,64
22774,2021-03-18,RI,4,10,1
13067,2021-03-18,SC,25,60,2
15477,2021-03-18,SD,2,60,3
18650,2021-03-18,TN,35,74,34
23610,2021-03-18,TX,137,450,5
13908,2021-03-18,UT,0,58,1
18045,2021-03-18,VA,23,74,9
21327,2021-03-18,VI,2,0,0
12235,2021-03-18,VT,1,15,1
24844,2021-03-18,WA,6,97,2
20439,2021-03-18,WI,17,113,20
16731,2021-03-18,WV,16,43,4
18631,2021-03-18,WY,4,25,2
15769,2021-03-17,AK,1,23,0
12225,2021-03-17,AL,30,74,13
22316,2021-03-17,AR,20,88,2
24574,2021-03-17,AZ,25,97,3
22293,2021-03-17,CA,111,298,10
12623,2021-03-17,CO,7,85,13
16211,2021-03-17,CT,4,35,1
21624,2021-03-17,DC,0,13,1
24369,2021-03-17,DE,2,13,1
13453,2021-03-17,FL,31,223,15
17100,2021-03-17,GA,37,119,15
15749,2021-03-17,HI,2,24,0
13421,2021-03-17,IA,1,68,57
24900,2021-03-17,ID,4,47,1
21629,2021-03-17,IL,10,172,23
14979,2021-03-17,IN,12,151,2
12717,2021-03-17,KS,14,133,3
22373,2021-03-17,KY,5,111,2
19035,2021-03-17,LA,46,170,6
14069,2021-03-17,MA,9,92,1
11774,2021-03-17,MD,2,58,1
16403,2021-03-17,ME,0,31,8
19935,2021-03-17,MI,2,158,4
23694,2021-03-17,MN,19,107,14
14424,2021-03-17,MO,28,92,20
17270,2021-03-17,MS,13,93,2
21013,2021-03-17,MT,7,58,1
12782,2021-03-17,NC,4,124,4
23276,2021-03-17,ND,11,38,1
21810,2021-03-17,NE,17,83,1
17726,2021-03-17,NH,5,24,1
19164,2021-03-17,NJ,12,80,4
15054,2021-03-17,NM,15,39,1
11809,2021-03-17,NV,0,3,59
22370,2021-03-17,NY,6,193,9
25125,2021-03-17,OH,20,203,10
14107,2021-03-17,OK,34,114,3
12691,2021-03-17,OR,2,56,7
16304,2021-03-17,PA,26,196,6
20706,2021-03-17,PR,8,58,1
25176,2021-03-17,RI,4,9,2
13353,2021-03-17,SC,25,60,2
17031,2021-03-17,SD,3,59,3
11849,2021-03-17,TN,36,77,29
22361,2021-03-17,TX,139,448,5
19982,2021-03-17,UT,0,58,1
15810,2021-03-17,VA,23,74,9
14300,2021-03-17,VI,2,0,0
24761,2021-03-17,VT,1,15,1
20753,2021-03-17,WA,6,97,2
16623,2021-03-17,WI,16,114,20
16836,2021-03-17,WV,16,43,4
20445,2021-03-17,WY,4,25,2
25024,2021-03-16,AK,1,21,0
13998,2021-03-16,AL,29,65,14
15959,2021-03-16,AR,19,68,2
19603,2021-03-16,AZ,25,76,3
22438,2021-03-16,CA,111,258,12
25192,2021-03-16,CO,4,79,13
22232,2021-03-16,CT,4,28,1
18923,2021-03-16,DC,0,12,2
16558,2021-03-16,DE,0,9,1
12537,2021-03-16,FL,29,185,15
24711,2021-03-16,GA,36,103,15
22366,2021-03-16,HI,2,22,0
12437,2021-03-16,IA,1,40,81
16887,2021-03-16,ID,3,37,8
23134,2021-03-16,IL,11,155,22
19925,2021-03-16,IN,10,123,2
14917,2021-03-16,KS,12,125,4
12176,2021-03-16,KY,5,96,2
24336,2021-03-16,LA,46,170,6
20308,2021-03-16,MA,6,72,1
17942,2021-03-16,MD,2,46,5
14678,2021-03-16,ME,2,27,8
11667,2021-03-16,MI,2,152,4
14344,2021-03-16,MN,19,97,15
17234,2021-03-16,MO,23,80,21
20935,2021-03-16,MS,12,86,2
22890,2021-03-16,MT,6,58,1
